Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
E:\udacity\IMG\robocam_2017_06_03_19_53_32_093.jpg;0;0;0;-0.5852572;148.0109;110.5553;358.5762;333.0122;358.9758
E:\udacity\IMG\robocam_2017_06_03_19_53_32_143.jpg;0;0;0;-0.5918588;147.9811;110.574;358.6006;333.3115;359.0352
E:\udacity\IMG\robocam_2017_06_03_19_53_32_194.jpg;0;0;0;-0.5958167;147.9642;110.5848;358.8208;333.5497;359.1449
E:\udacity\IMG\robocam_2017_06_03_19_53_32_244.jpg;0;0;0;-0.6015775;147.9402;110.5983;359.3066;333.6473;359.3709
E:\udacity\IMG\robocam_2017_06_03_19_53_32_293.jpg;0;0;0.1497494;-0.5951155;147.928;110.6042;359.7596;333.7506;359.5349
E:\udacity\IMG\robocam_2017_06_03_19_53_32_342.jpg;0;0;0.3002418;-0.3304717;147.9248;110.6064;0.7343699;333.7622;359.8056
E:\udacity\IMG\robocam_2017_06_03_19_53_32_393.jpg;0;0;0.4501795;-0.2899264;147.9248;110.6069;1.34113;333.7597;0.02610215
E:\udacity\IMG\robocam_2017_06_03_19_53_32_442.jpg;0;0;0.5999027;-0.2091023;147.9234;110.6047;1.986068;333.7574;0.1486686
E:\udacity\IMG\robocam_2017_06_03_19_53_32_493.jpg;0;0;0.7505059;-0.1434597;147.9227;110.6034;2.268039;333.762;0.1648236
E:\udacity\IMG\robocam_2017_06_03_19_53_32_543.jpg;0;0;0.900178;-0.06145665;147.9208;110.6001;2.39307;333.7715;0.007836045
E:\udacity\IMG\robocam_2017_06_03_19_53_32_593.jpg;0;0;1;0.0108045;147.9208;110.6003;2.306554;333.779;359.9835
E:\udacity\IMG\robocam_2017_06_03_19_53_32_643.jpg;-1.494698;0;1;0.1105324;147.921;110.6008;1.937435;333.7739;0.006808147
E:\udacity\IMG\robocam_2017_06_03_19_53_32_693.jpg;-3.747464;0;1;0.1716553;147.9209;110.6008;1.488228;333.7724;0.03062094
E:\udacity\IMG\robocam_2017_06_03_19_53_32_743.jpg;-6.002917;0;1;0.2293033;147.9208;110.6003;0.7084575;333.771;0.04033708
E:\udacity\IMG\robocam_2017_06_03_19_53_32_793.jpg;-8.246727;0;1;0.2221658;147.921;110.6003;0.2143092;333.7713;0.05589208
E:\udacity\IMG\robocam_2017_06_03_19_53_32_843.jpg;-10.4984;0;1;0.2078235;147.9212;110.6001;359.5159;333.7722;0.07528189
E:\udacity\IMG\robocam_2017_06_03_19_53_32_893.jpg;-12.74827;0;1;0.1860362;147.9209;110.5994;359.1147;333.7723;0.03135909
E:\udacity\IMG\robocam_2017_06_03_19_53_32_943.jpg;-14.999;0;1;0.15308;147.9211;110.5993;358.6121;333.771;359.9756
E:\udacity\IMG\robocam_2017_06_03_19_53_32_993.jpg;-15;0;1;0.1104658;147.9217;110.6002;358.3983;333.7749;0.01177269
E:\udacity\IMG\robocam_2017_06_03_19_53_33_043.jpg;-15;0;1;0.03982638;147.9217;110.5998;358.3091;333.7749;359.9918
E:\udacity\IMG\robocam_2017_06_03_19_53_33_093.jpg;-15;0;1;-0.01234696;147.9217;110.5996;358.4006;333.7759;359.9928
E:\udacity\IMG\robocam_2017_06_03_19_53_33_143.jpg;-15;0;0;-0.08975955;147.9218;110.5996;358.7281;332.9081;0.01368515
E:\udacity\IMG\robocam_2017_06_03_19_53_33_193.jpg;0;0;0;-0.1229412;147.9216;110.5995;358.9981;332.9091;0.05275327
E:\udacity\IMG\robocam_2017_06_03_19_53_33_243.jpg;0;0;0;-0.1190899;147.9214;110.5995;359.3923;332.9094;0.113945
E:\udacity\IMG\robocam_2017_06_03_19_53_33_294.jpg;0;0;0;-0.1156108;147.9213;110.5995;359.646;332.9092;0.1504022
E:\udacity\IMG\robocam_2017_06_03_19_53_33_343.jpg;-1.496508;0;0;-0.1089248;147.9212;110.5996;0.008062718;332.7737;0.1983567
E:\udacity\IMG\robocam_2017_06_03_19_53_33_393.jpg;-3.745586;0;0;-0.1036049;147.9211;110.5996;0.2338917;332.4138;0.2278231
E:\udacity\IMG\robocam_2017_06_03_19_53_33_443.jpg;-5.995393;0;0;-0.09453022;147.9209;110.5995;0.5362616;331.4699;0.2626545
E:\udacity\IMG\robocam_2017_06_03_19_53_33_494.jpg;-8.248753;0;0;-0.07862637;147.9208;110.5995;0.7016183;330.5252;0.2724951
E:\udacity\IMG\robocam_2017_06_03_19_53_33_543.jpg;-10.49778;0;0;-0.06367245;147.9207;110.5996;0.904466;328.7696;0.2778277
E:\udacity\IMG\robocam_2017_06_03_19_53_33_593.jpg;-12.77447;0;0.05185362;-0.05149803;147.9207;110.5995;1.004508;328.0499;0.251913
E:\udacity\IMG\robocam_2017_06_03_19_53_33_643.jpg;-14.99911;0;0.200163;-0.0385646;147.9202;110.5991;1.079155;328.052;0.1255756
E:\udacity\IMG\robocam_2017_06_03_19_53_33_693.jpg;-15;0;0.3503672;-0.03768128;147.9201;110.599;1.103407;328.0536;0.03790844
E:\udacity\IMG\robocam_2017_06_03_19_53_33_743.jpg;-15;0;0.5009334;-0.03005479;147.9202;110.5991;1.110981;328.0556;359.9352
E:\udacity\IMG\robocam_2017_06_03_19_53_33_793.jpg;-15;0;0.6507341;0.02651772;147.9203;110.5993;1.085833;328.056;359.8986
E:\udacity\IMG\robocam_2017_06_03_19_53_33_844.jpg;-15;0;0.8008627;0.02572429;147.9205;110.5995;1.013601;328.0563;359.8666
E:\udacity\IMG\robocam_2017_06_03_19_53_33_893.jpg;-15;0;0.9503725;0.02844304;147.9206;110.5995;0.9506454;328.0564;359.8527
E:\udacity\IMG\robocam_2017_06_03_19_53_33_943.jpg;-15;0;1;0.03140575;147.9206;110.5995;0.8468316;328.0564;359.8356
E:\udacity\IMG\robocam_2017_06_03_19_53_33_993.jpg;-15;0;1;0.03304889;147.9207;110.5995;0.7726015;328.0564;359.827
E:\udacity\IMG\robocam_2017_06_03_19_53_34_044.jpg;-15;0;0;0.03490503;147.9207;110.5995;0.6584969;327.1561;359.8275
E:\udacity\IMG\robocam_2017_06_03_19_53_34_094.jpg;0;0;0;0.03573362;147.9208;110.5995;0.5780384;327.1559;359.8219
E:\udacity\IMG\robocam_2017_06_03_19_53_34_143.jpg;0;0;0;0.03636103;147.9208;110.5995;0.4556291;327.1556;359.8171
E:\udacity\IMG\robocam_2017_06_03_19_53_34_193.jpg;0;0;0;0.03639017;147.9208;110.5995;0.3739639;327.1553;359.816
E:\udacity\IMG\robocam_2017_06_03_19_53_34_244.jpg;0;0.04984803;0;0.03588812;147.9207;110.5996;0.2493564;327.204;359.8173
E:\udacity\IMG\robocam_2017_06_03_19_53_34_294.jpg;0;0.200018;0;0.02765565;147.9208;110.5995;0.1736896;327.0633;359.8211
E:\udacity\IMG\robocam_2017_06_03_19_53_34_344.jpg;0;0.3500565;0;0.06496738;147.9225;110.5984;0.1041037;327.1289;359.8285
E:\udacity\IMG\robocam_2017_06_03_19_53_34_393.jpg;0;0.4998816;0;0.05269124;147.9242;110.5974;0.07203788;327.1995;359.8351
E:\udacity\IMG\robocam_2017_06_03_19_53_34_444.jpg;0;0.6499416;0;0.09656201;147.9286;110.5945;0.07852773;326.9931;359.8473
E:\udacity\IMG\robocam_2017_06_03_19_53_34_494.jpg;0;0.800479;0;0.1092502;147.9334;110.5914;0.1276835;326.9078;359.8564
E:\udacity\IMG\robocam_2017_06_03_19_53_34_543.jpg;0;0.9498952;0;0.151115;147.9425;110.5855;0.2463633;326.9569;359.8709
E:\udacity\IMG\robocam_2017_06_03_19_53_34_594.jpg;0;1;0;0.1879795;147.9502;110.5801;0.3632389;327.0719;359.872
E:\udacity\IMG\robocam_2017_06_03_19_53_34_643.jpg;-2.249956;0.9005318;0;0.2010219;147.9619;110.5711;0.5127378;326.9915;359.8356
E:\udacity\IMG\robocam_2017_06_03_19_53_34_694.jpg;-4.503006;0.7503285;0;0.2109789;147.9691;110.5648;0.5708523;326.8465;359.782
E:\udacity\IMG\robocam_2017_06_03_19_53_34_743.jpg;-6.753921;0.6002674;0;0.2254945;147.9801;110.555;0.6268135;326.7601;359.6785
E:\udacity\IMG\robocam_2017_06_03_19_53_34_794.jpg;-9.002539;0.4503595;0;0.2309833;147.9863;110.5491;0.574975;326.7941;359.6071
E:\udacity\IMG\robocam_2017_06_03_19_53_34_844.jpg;-11.25678;0.300077;0;0.2378598;147.9929;110.5419;0.3144115;326.6976;359.5178
E:\udacity\IMG\robocam_2017_06_03_19_53_34_893.jpg;-13.50892;0.3499529;0;0.2309233;147.9968;110.538;0.09093268;326.5189;359.4806
E:\udacity\IMG\robocam_2017_06_03_19_53_34_944.jpg;-15;0.4998347;0;0.2157656;148.0025;110.5323;359.7702;326.3746;359.436
E:\udacity\IMG\robocam_2017_06_03_19_53_34_994.jpg;-15;0.6503667;0;0.2355201;148.0078;110.5275;359.6216;325.9971;359.4225
E:\udacity\IMG\robocam_2017_06_03_19_53_35_044.jpg;-15;0.7999495;0;0.2749451;148.0188;110.5177;359.5218;325.5989;359.424
E:\udacity\IMG\robocam_2017_06_03_19_53_35_094.jpg;-15;0.9504914;0;0.3253109;148.0297;110.5083;359.5816;325.1393;359.4366
E:\udacity\IMG\robocam_2017_06_03_19_53_35_144.jpg;-15;1;0;0.4002264;148.0499;110.4899;359.8135;324.426;359.4605
E:\udacity\IMG\robocam_2017_06_03_19_53_35_194.jpg;-15;1;0;0.4140544;148.065;110.4761;0.01307576;323.94;359.4818
E:\udacity\IMG\robocam_2017_06_03_19_53_35_244.jpg;-15;1;0;0.4703775;148.0902;110.4532;0.3472489;323.1652;359.5411
E:\udacity\IMG\robocam_2017_06_03_19_53_35_294.jpg;-15;0.8999266;0;0.5079854;148.1078;110.4367;0.5673371;322.6935;359.5916
E:\udacity\IMG\robocam_2017_06_03_19_53_35_344.jpg;-15;0.7503258;0;0.5565321;148.1352;110.4104;0.8848345;322.0107;359.6798
E:\udacity\IMG\robocam_2017_06_03_19_53_35_394.jpg;-13.49852;0.60048;0;0.5676494;148.1538;110.3927;1.051425;321.5083;359.7766
E:\udacity\IMG\robocam_2017_06_03_19_53_35_444.jpg;-11.23715;0.449722;0;0.6078544;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_445.jpg;-10.49047;0.3999433;0;0.6043032;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_461.jpg;-10.49047;0.3999433;0;0.6043032;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_477.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_494.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_510.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_527.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_544.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_560.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_577.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_594.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_611.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_627.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_644.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_661.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_677.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_694.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_711.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_728.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_744.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_760.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_777.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_794.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_811.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_828.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_844.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_861.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_877.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_894.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_910.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_927.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_944.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_960.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_977.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_35_994.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_011.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_027.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_044.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_060.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_078.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_094.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_111.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_127.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_144.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_161.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_178.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_194.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_211.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_228.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_244.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_261.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_277.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_294.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_311.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_327.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_344.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_361.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_377.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_394.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_411.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_427.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_444.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_461.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_477.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_494.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_511.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_527.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_544.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_561.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_577.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_594.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_611.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_627.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_644.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_661.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_678.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_695.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_711.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_728.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_744.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_761.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_778.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_794.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_811.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_828.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_844.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_861.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_878.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_894.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_911.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_927.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_945.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_961.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_978.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_36_995.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_011.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_028.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_044.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_061.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_077.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_094.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_111.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_128.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_145.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_161.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_177.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_195.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_211.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_228.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_245.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_261.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_278.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_295.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_311.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_328.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_344.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_361.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
E:\udacity\IMG\robocam_2017_06_03_19_53_37_377.jpg;-10.49047;0.3999433;0;0;148.1818;110.3665;1.202647;320.8937;359.9888
